"","Janus.Tissue.ID","Neutron","Gamma","Total.dose","X..Fractions","Gender","JM.exp.series","DISEASE","Janus.Tissue.ID.1","HTG.Sample.label","Array","Element","let.7b","miR.143","miR.145","miR.16","miR.17","miR.214","miR.23a","miR.24","miR.27a","miR.34a","miR.574.5p","miR.720","miR.1195","miR.466f.3p","miR.467b","miR.503","miR.669i","miR.690","miR.701","miR.703","miR.706","miR.709","miR.712","miR.714","miR.872","miR.881","miR.92a","miR.155","miR.15a","miR.21","miR.19a","miR.20a","GUSB","GAPDH","miR.699","miR.685","miR.923","miR.1826","miR.1308","Quality","ElementCol","ElementRow","dose_rate","age","first_irrad"
"333","H2168","control","control",0,0,"F",9,"FALSE","h 2168","81-h2168","72612A","A11",470,95,90,132,102,241,91,NA,136,NA,3357,152,1522,1389,141,83,NA,294,NA,NA,NA,3702,1021,6563,156,NA,1600,NA,139,210,NA,82,NA,106,853,2080,21949,23247,4066,"control","11","A",0,806,122
"334","H2168","control","control",0,0,"F",9,"FALSE","h 2168","85-h2168","72612A","E11",696,119,151,187,121,325,136,79,178,102,5150,182,2217,1859,193,106,NA,1034,NA,NA,85,4942,1004,8061,675,NA,1897,122,115,373,481,158,NA,149,1312,2770,27325,30826,5385,"control","11","E",0,806,122
"335","H2208","N","",37.68,1,"F",9,"FALSE"," H 2208","22-H 2208","100711","F3",2786,780,533,503,1623,1115,1232,10439,962,717,827,3642,1142,1827,329,1070,239,391,397,282,641,1379,754,2031,461,497,2547,890,668,365,1059,181,27237,2895,677,1028,33992,29983,723,"N","3","F",1.884,829,123
"336","H2208","N","",37.68,1,"F",9,"FALSE"," H 2208","  31-F h2208","120810","G4",NA,9,9,NA,164,53,9,NA,4,NA,67,2760,21,3,NA,NA,5,11,NA,NA,NA,354,81,236,NA,NA,55,NA,NA,NA,5,3,5268,18377,41,775,18752,18609,251,"N","4","G",1.884,829,123
"337","H2208","N","",37.68,1,"F",9,"FALSE","h 2208","22-h2208","72612B","F3",203,NA,81,89,374,162,94,NA,120,NA,397,487,1103,885,307,NA,NA,84,NA,NA,NA,1427,528,4321,123,NA,1618,NA,NA,NA,150,127,NA,158,334,2010,29748,37461,656,"N","3","F",1.884,829,123
"338","H2208","N","",37.68,1,"F",9,"FALSE","h 2208","22-h2208","72612A","F3",188,NA,NA,NA,392,1681,NA,NA,101,NA,720,382,1519,1728,132,NA,NA,350,171,NA,NA,1424,537,5666,197,NA,1668,NA,NA,NA,NA,NA,NA,121,549,1211,26957,31373,566,"N","3","F",1.884,829,123
"339","H2211","N","",2.35,1,"F",9,"FALSE"," H 2211","64-H 2211","100711","H8",3304,230,224,377,318,1055,226,9974,331,60,28592,29512,2354,1135,134,60,306,5322,NA,65,318,23874,5960,12226,224,NA,2267,159,206,165,106,74,368,451,688,4611,33966,29651,33604,"N","8","H",0.1175,815,122
"340","H2211","N","",2.35,1,"F",9,"FALSE"," H 2211","  21-F h2211","120810","E3",206,16,12,4,126,46,21,9,9,NA,7734,16452,95,3,NA,NA,NA,523,NA,NA,NA,1437,480,741,NA,NA,54,NA,NA,NA,1,2,7574,18880,80,514,11379,14253,14133,"N","3","E",0.1175,815,122
"341","H2211","N","",2.35,1,"F",9,"FALSE","h 2211","63-h2211","72612B","G8",2699,398,426,740,650,693,3739,173,506,283,35476,13676,4071,1330,687,133,187,9993,192,197,734,36072,3197,12060,730,206,3087,361,300,459,729,317,NA,427,1422,9559,33135,38366,39896,"N","8","G",0.1175,815,122
"342","H2211","N","",2.35,1,"F",9,"FALSE","h 2211","63-h2211","72612A","G8",2276,317,341,605,333,266,336,113,343,150,32903,6890,4915,1750,358,108,160,10596,99,103,206,30736,2461,13251,708,118,2635,245,350,417,419,297,NA,282,1286,6231,31634,33909,31390,"N","8","G",0.1175,815,122
"343","H2234","control","control",0,0,"F",9,"FALSE"," H 2234","37-H 2234","100711","E5",3405,149,130,283,327,501,285,12500,349,79,24973,31119,1212,1678,55,NA,169,2595,NA,NA,244,10265,4469,17858,103,NA,3457,158,213,239,307,136,311,809,3023,7314,35276,32177,29059,"control","5","E",0,849,121
"344","H2234","control","control",0,0,"F",9,"FALSE"," H 2234","  45-F H2234","120810","E6",NA,4,NA,NA,NA,NA,7,NA,4,1,509,4457,38,9,NA,NA,7,69,NA,NA,NA,306,284,644,NA,NA,58,NA,NA,3,NA,2,9696,19365,96,264,13922,12595,1071,"control","6","E",0,849,121
"345","H2234","control","control",0,0,"F",9,"FALSE","h 2234","37-h2234","72612B","E5",735,1499,437,291,309,1171,1166,2283,473,200,13374,544,7279,5420,404,175,244,2044,80,82,NA,7082,2576,12201,365,99,2484,101,117,212,329,179,NA,209,1881,4584,34478,36457,17278,"control","5","E",0,849,121
"346","H2234","control","control",0,0,"F",9,"FALSE","h 2234","89-h2234","72612B","A12",451,NA,NA,115,103,245,111,NA,121,NA,6514,817,2064,967,225,NA,280,5479,NA,NA,NA,3317,1643,7063,312,NA,1156,NA,77,127,158,NA,NA,91,561,4002,27065,26508,9879,"control","12","A",0,849,121
"347","H2234","control","control",0,0,"F",9,"FALSE","h 2234","37-h2234","72612A","E5",816,105,151,243,282,217,175,79,223,116,17328,643,2682,1812,211,82,138,1835,NA,78,96,10062,2533,15669,363,77,2091,179,363,421,467,127,NA,199,1990,4405,28678,31797,19204,"control","5","E",0,849,121
"348","H2234","control","control",0,0,"F",9,"FALSE","h 2234","89-h2234","72612A","A12",611,NA,76,92,131,291,114,NA,91,NA,5980,493,1435,1150,122,NA,176,674,NA,NA,NA,2813,1103,6649,237,NA,944,NA,NA,112,96,NA,NA,NA,446,1971,19708,22241,6372,"control","12","A",0,849,121
"349","H2292","N","",0.94,1,"F",4,"FALSE"," H 2292","19-H2292","100711","C3",2011,92,52,139,975,770,100,11440,166,NA,6964,26915,1098,1445,72,NA,NA,313,NA,NA,184,10120,2548,9242,124,NA,1626,111,NA,NA,NA,83,370,390,860,3405,30927,26037,24123,"N","3","C",0.047,897,115
"350","H2292","N","",0.94,1,"F",4,"FALSE"," H 2292","  27-F H2292","120810","C4",308,393,187,11,505,428,308,137,379,205,948,10496,242,117,49,556,30,255,165,30,221,1663,882,1245,21,157,372,197,170,123,190,12,9697,18485,389,1280,10270,19534,7050,"N","4","C",0.047,897,115
"351","H2292","N","",0.94,1,"F",4,"FALSE","h 2292","19-h2292","72612B","C3",597,193,214,344,709,1108,196,147,298,111,5794,1951,1741,1143,364,129,771,774,132,136,342,13463,4072,14882,360,129,2291,228,129,176,154,209,NA,388,1941,7478,32632,36187,28758,"N","3","C",0.047,897,115
"352","H2292","N","",0.94,1,"F",4,"FALSE","h 2292","19-h2292","72612A","C3",672,162,161,249,506,141,153,106,248,95,7472,1032,2407,1859,153,91,169,497,95,NA,128,15073,3786,17393,338,77,1921,NA,111,173,175,128,NA,229,2167,6735,25020,26990,24119,"N","3","C",0.047,897,115
"353","H2627","","G",21.57,1,"F",9,"FALSE"," H 2627","67-H 2627","100711","C9",2044,81,63,100,496,515,152,12394,167,65,28486,31783,1130,1384,83,NA,93,1634,NA,NA,139,7298,3391,9076,131,NA,1740,159,52,55,NA,61,900,440,755,1718,34545,32346,29778,"G","9","C",1.0785,1065,122
"354","H2627","","G",21.57,1,"F",9,"FALSE","H 2627","  19-F H2627","120810","C3",73,5,6,NA,177,NA,10,1,6,1,1483,6873,84,NA,NA,1,NA,246,NA,NA,NA,533,358,490,NA,NA,34,NA,3,2,NA,NA,7939,18359,33,170,15984,10719,1906,"G","3","C",1.0785,1065,122
"355","H2627","","G",21.57,1,"F",9,"FALSE","h 2627","65-h2627","72612B","A9",463,85,124,115,111,1371,360,107,153,181,16504,302,6972,1187,192,78,166,937,427,105,NA,3120,2020,6536,391,NA,1937,NA,NA,111,77,89,NA,185,2574,1147,33988,33200,20540,"G","9","A",1.0785,1065,122
"356","H2627","","G",21.57,1,"F",9,"FALSE","h 2627","65-h2627","72612A","A9",345,NA,114,100,100,177,80,NA,131,84,21421,253,1720,1568,91,97,143,991,NA,76,NA,3036,1372,6930,182,NA,1820,NA,NA,116,NA,NA,NA,90,437,1060,24618,28092,14409,"G","9","A",1.0785,1065,122
"357","L110","","G",206,120,"M",4,"FALSE"," L 110","76-L 110","100711","D10",1829,56,NA,73,979,517,102,12098,175,NA,28541,30684,1367,1437,NA,NA,180,1244,NA,NA,138,8086,4918,19692,185,NA,1412,53,54,110,NA,NA,2020,423,939,1339,35897,31471,28870,"G","10","D",0.00129545,810,115
"358","L110","","G",206,120,"M",4,"FALSE"," L 110","  69-M I110","120810","E9",142,NA,NA,NA,NA,32,5,NA,NA,NA,7181,10604,74,NA,NA,NA,12,292,NA,NA,NA,1260,469,1349,NA,NA,39,NA,NA,NA,NA,1,12065,20483,88,488,11687,15088,4815,"G","9","E",0.00129545,810,115
"359","L110","","G",206,120,"M",4,"FALSE","l 110","74-l110","72612B","B10",269,NA,NA,120,105,101,NA,NA,86,76,29148,2712,1570,1024,275,NA,224,638,NA,NA,NA,3929,1561,6252,504,77,1502,NA,113,123,131,104,NA,129,195,832,34619,29266,22915,"G","10","B",0.00129545,810,115
"360","L110","","G",206,120,"M",4,"FALSE","l 110","74-l110","72612A","B10",353,NA,NA,76,391,239,97,NA,NA,77,26975,4858,1766,1477,130,NA,167,1255,NA,NA,NA,6850,1418,8391,1361,NA,1259,NA,NA,139,NA,NA,NA,125,321,1157,26601,28063,22912,"G","10","B",0.00129545,810,115
"361","L116","control","control",0,0,"M",4,"FALSE"," L 116","  42-M I116","120810","B6",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,296,617,90,5,NA,NA,NA,163,NA,NA,1,313,62,67,NA,NA,13,NA,NA,NA,NA,NA,8227,15813,4,49,21414,4362,575,"control","6","B",0,805,115
"362","L160","","G",206,120,"M",4,"FALSE"," L 160","39-L 160","100711","G5",2316,283,192,134,827,558,237,12067,258,56,23899,32865,1113,1325,NA,NA,NA,1927,NA,NA,141,11780,5446,11495,68,NA,1862,105,558,126,108,59,722,1936,1086,2860,37630,35588,33378,"G","5","G",0.00129545,888,115
"363","L160","","G",206,120,"M",4,"FALSE"," L 160","  71-M I160","120810","G9",124,16,NA,NA,NA,54,11,6,10,3,2182,10697,74,20,NA,NA,NA,216,1,1,8,1086,882,974,NA,2,47,5,5,2,NA,NA,9045,19993,76,319,13545,16401,3410,"G","9","G",0.00129545,888,115
"364","L160","","G",206,120,"M",4,"FALSE","L 160","39-L160","72612B","G5",547,141,167,180,335,296,226,135,242,104,16933,2983,5255,1277,607,81,2301,1495,93,115,195,12765,3407,8773,240,158,2114,173,131,177,489,204,NA,298,1136,10367,37383,38664,29351,"G","5","G",0.00129545,888,115
"365","L160","","G",206,120,"M",4,"FALSE","L 160","39-L160","72612A","G5",739,156,183,197,624,174,163,134,225,122,27504,1680,2641,2214,269,NA,1657,1980,NA,81,980,18072,3703,12162,253,102,2373,998,218,258,291,142,NA,567,1476,3968,29617,32180,28609,"G","5","G",0.00129545,888,115
"366","L166","","G",206,120,"M",4,"FALSE"," L 166","43-L 166","100711","C6",2299,NA,NA,NA,160,385,52,12941,95,NA,1842,4902,1007,1628,101,NA,140,177,NA,NA,172,1419,467,1996,69,NA,1475,175,NA,198,600,NA,557,1250,178,264,30874,13703,1648,"G","6","C",0.00129545,909,115
"367","L166","","G",206,120,"M",4,"FALSE"," L 166","  72-M I166","120810","H9",NA,NA,3,NA,NA,37,NA,NA,NA,NA,59,1035,28,37,NA,NA,NA,36,NA,NA,18,68,24,87,NA,NA,12,NA,NA,NA,NA,NA,11470,17199,1,122,19558,3727,208,"G","9","H",0.00129545,909,115
"368","L166","","G",206,120,"M",4,"FALSE","L 166","43-L166","72612B","C6",500,84,159,147,199,516,143,NA,162,85,12288,949,1708,1140,317,NA,85,976,NA,NA,NA,7680,1545,4425,730,81,1822,NA,NA,92,81,98,NA,208,808,2049,34835,37496,6960,"G","6","C",0.00129545,909,115
"369","L166","","G",206,120,"M",4,"FALSE","L 166","43-L166","72612A","C6",730,NA,154,203,482,NA,110,NA,110,104,15241,615,1853,2028,NA,NA,242,2310,NA,NA,NA,9181,2713,13536,818,503,1585,289,498,145,NA,1108,224,NA,1101,3563,31709,34565,6904,"G","6","C",0.00129545,909,115
"370","L487","","G",529,300,"M",4,"FALSE"," L 487","41-L L 487","100711","A6",6039,674,888,413,534,1062,640,9583,564,113,34238,34122,3043,1100,123,93,82,14568,399,158,158,31753,4081,7502,203,71,1850,131,136,127,103,NA,163,713,1272,4312,34200,30573,27508,"G","6","A",0.00133333,807,131
"371","L487","","G",529,300,"M",4,"FALSE"," L 487","  73-M I487","120810","A10",NA,6,21,NA,NA,103,12,3,7,NA,1311,2244,91,12,NA,NA,NA,161,NA,NA,5,392,94,103,3,NA,17,3,NA,NA,2,2,7962,16405,6,43,17243,3463,414,"G","10","A",0.00133333,807,131
"372","L487","","G",529,300,"M",4,"FALSE","L 487","41-L487","72612B","A6",3492,685,897,496,339,896,667,320,698,278,34719,10556,4574,1077,361,NA,3564,16253,77,119,182,32860,2953,7856,484,116,1808,97,219,607,194,170,NA,207,1162,5622,27953,33714,34180,"G","6","A",0.00133333,807,131
"373","L487","","G",529,300,"M",4,"FALSE","L 487","41-L487","72612A","A6",3881,792,1294,556,401,1514,1811,413,757,299,27523,8338,5806,2033,237,121,119,18903,93,117,181,28947,2981,9690,455,114,1473,NA,284,672,171,80,103,239,1464,4581,27356,27907,25996,"G","6","A",0.00133333,807,131
"374","L491","","G",529,300,"M",4,"FALSE"," L 491","42-L 491","100711","B6",4698,719,807,422,292,2168,993,12729,639,73,31493,33821,1864,1256,62,NA,52,4783,NA,NA,114,13873,2110,3670,101,NA,2445,252,105,165,145,NA,248,1561,966,2007,32500,30728,25527,"G","6","B",0.00133333,845,131
"375","L491","","G",529,300,"M",4,"FALSE"," L 491","  75-M I491","120810","C10",118,13,20,NA,NA,NA,15,5,10,1,2061,3259,72,2,NA,NA,8,318,NA,NA,NA,846,169,153,NA,NA,32,NA,NA,NA,4,NA,7122,12408,24,129,22745,4902,522,"G","10","C",0.00133333,845,131
"376","L491","","G",529,300,"M",4,"FALSE","L  491","42-L 491","72612B","B6",2161,613,968,571,285,317,595,271,647,176,34793,5416,2934,1309,392,NA,606,6994,NA,NA,90,20679,1903,5678,358,105,2051,NA,196,509,190,141,NA,246,1129,3220,33188,37179,24421,"G","6","B",0.00133333,845,131
"377","L491","","G",529,300,"M",4,"FALSE","L  491","42-L 491","72612A","B6",2266,658,1108,541,320,345,597,287,645,164,27857,4818,3420,1877,186,NA,2573,7216,NA,NA,184,19556,1717,7111,307,NA,1805,NA,168,463,NA,85,NA,161,1105,2749,23056,29671,19514,"G","6","B",0.00133333,845,131
"378","L516","","G",529,300,"M",4,"FALSE"," L 516","  74-M I516","120810","B10",4904,1455,1380,NA,565,462,547,857,820,118,13828,17496,5609,130,NA,67,NA,14505,NA,NA,569,8783,7978,5360,NA,NA,1696,4,349,51,11,9,8975,525,2491,6882,14979,16387,14937,"G","10","B",0.00133333,823,117
"379","L521","","G",529,300,"M",4,"FALSE"," L 521","44-L 521","100711","D6",8454,1655,2331,1034,1388,1075,1624,13072,1452,279,28434,30935,6357,1922,171,54,557,31158,NA,NA,756,35538,8257,14858,168,NA,4975,417,359,587,287,140,427,967,3897,8530,34969,36222,33926,"G","6","D",0.00133333,878,131
"380","L521","","G",529,300,"M",4,"FALSE"," L 521","  76-M I521","120810","D10",355,50,89,NA,NA,75,40,17,27,NA,5325,10415,222,NA,NA,NA,NA,1906,NA,NA,NA,3350,457,307,NA,NA,72,NA,NA,NA,NA,NA,10061,20013,123,408,22550,14421,1173,"G","10","D",0.00133333,878,131
"381","L601","control","control",0,0,"M",4,"FALSE"," L 601","84-L 601","100711","D11",2959,450,635,570,776,558,515,11070,582,NA,27185,27660,1366,1516,NA,NA,150,7208,NA,NA,129,8641,6296,6922,234,NA,3162,108,192,153,NA,70,422,1245,1073,1946,31278,27997,30606,"control","11","D",0,968,131
"382","L601","control","control",0,0,"M",4,"FALSE"," L 601","  43-M I601","120810","C6",404,93,114,NA,NA,85,86,26,74,9,9024,19320,329,7,NA,NA,NA,2954,NA,NA,NA,2212,1989,1641,NA,NA,253,NA,17,1,NA,NA,8870,20324,293,896,14239,22785,14070,"control","6","C",0,968,131
"383","L601","control","control",0,0,"M",4,"FALSE","l 601","82-l601","72612B","B11",2910,1092,1406,1767,789,2075,1674,769,1193,202,33041,8519,11773,4151,5801,359,1362,25627,2525,715,308,29906,9637,12566,616,257,4045,85,487,1184,139,260,NA,409,4345,9456,33857,32443,32965,"control","11","B",0,968,131
"384","L601","control","control",0,0,"M",4,"FALSE","l 601","86-l601","72612B","F11",3723,1277,1622,2338,789,840,1319,747,1392,271,32970,2051,8343,2242,421,215,2226,32669,279,213,285,38294,14498,16475,317,174,5803,312,699,1576,226,515,109,582,5686,16272,32296,31913,35015,"control","11","F",0,968,131
"385","L601","control","control",0,0,"M",4,"FALSE","l 601","82-l601","72612A","B11",2345,3620,1477,1589,706,1732,2679,2200,1884,377,25925,1569,4673,2783,741,462,148,18466,286,362,176,21792,4601,8621,893,395,4157,NA,498,1060,291,109,NA,506,2226,4739,22767,24000,26690,"control","11","B",0,968,131
"386","L601","control","control",0,0,"M",4,"FALSE","l 601","86-l601","72612A","F11",4972,1579,2192,2551,1136,967,1561,819,1573,255,29242,1671,11194,3021,293,168,905,25650,261,180,483,30446,13349,20127,818,111,7602,946,3131,3491,546,1678,NA,522,7288,13611,24654,26415,28359,"control","11","F",0,968,131
"387","L90","","G",206,120,"M",4,"FALSE"," L 90","40-L 90","100711","H5",673,NA,NA,NA,155,331,NA,4287,77,NA,9338,6341,914,400,NA,NA,57,388,NA,NA,141,1200,402,965,61,NA,523,NA,NA,NA,317,57,275,242,290,201,35257,5092,816,"G","5","H",0.00129545,848,178
"388","L90","","G",206,120,"M",4,"FALSE"," L 90","  70-M I90","120810","F9",171,NA,3,NA,NA,32,7,NA,NA,NA,177,624,27,8,1,NA,NA,16,NA,NA,NA,38,17,39,2,NA,15,4,NA,NA,NA,3,8364,21222,NA,NA,20319,489,92,"G","9","F",0.00129545,848,178
"389","L90","","G",206,120,"M",4,"FALSE","L 90","40-L90","72612B","H5",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,2872,97,1054,952,89,NA,91,79,NA,NA,77,799,271,4156,150,NA,1801,NA,NA,NA,558,NA,NA,NA,94,337,38076,2976,1183,"G","5","H",0.00129545,848,178
"390","L90","","G",206,120,"M",4,"FALSE","L 90","40-L90","72612A","H5",236,NA,102,NA,NA,NA,NA,NA,NA,NA,8963,182,1687,1710,NA,NA,NA,251,NA,NA,NA,1489,448,6863,206,NA,1149,NA,NA,115,951,NA,NA,91,159,439,31690,15290,2337,"G","5","H",0.00129545,848,178
"391","S1054","control","control",0,0,"F",13,"FALSE"," S 1054","  47-F S1054","120810","G6",1296,701,441,NA,115,133,130,153,157,82,11857,15678,5346,103,NA,NA,29,1384,NA,NA,1066,8749,2107,3466,NA,NA,370,NA,NA,49,NA,NA,11438,11458,2677,8846,21351,21861,10968,"control","6","G",0,897,117
"392","S1058","","G",100,60,"M",13,"FALSE"," S 1058","74-S 1058","100711","B10",26262,18621,11783,12752,3500,3476,6600,11427,7061,677,27519,27561,31690,7746,NA,NA,136,31394,NA,NA,28906,30037,29042,28023,NA,NA,14196,398,2938,4128,354,NA,931,3127,27909,28514,28492,32833,31774,"G","10","B",0.083,835,107
"393","S1058","","G",100,60,"M",13,"FALSE"," S 1058","  61-M s1058","120810","E8",1196,815,493,2,91,159,102,118,102,34,12175,20240,4875,80,NA,NA,NA,9120,NA,NA,1140,12803,8080,3760,NA,NA,381,NA,50,26,14,NA,12679,19052,1850,4399,23078,22764,5971,"G","8","E",0.083,835,107
"394","S1058","","G",100,60,"M",13,"FALSE","s 1058","72-s1058","72612B","H9",5533,4558,3126,3272,578,621,1082,688,1780,432,36476,3542,29753,9318,788,199,2573,28974,220,286,18948,40274,32989,32025,370,272,4127,527,778,4283,569,411,134,708,10838,25083,33220,33710,26451,"G","9","H",0.083,835,107
"395","S1058","","G",100,60,"M",13,"FALSE","s 1058","72-s1058","72612A","H9",10686,6474,4240,4071,676,718,1311,865,2287,475,28225,2394,26948,10681,429,189,690,24268,199,186,23392,28809,23811,21820,359,191,5366,1077,1504,5659,358,747,NA,618,16585,22000,25168,27402,26472,"G","9","H",0.083,835,107
"396","S1100","N","",2.05,60,"F",13,"FALSE"," S 1100","  52-F S1100","120810","D7",891,914,356,NA,140,487,360,340,304,94,12212,20158,9303,441,NA,1,NA,16961,NA,NA,1916,13667,6670,7797,NA,NA,505,NA,71,56,NA,NA,9628,10762,2020,3931,20907,20716,13739,"N","7","D",0.0015,906,115
"397","S1138","N","",2.05,60,"M",13,"FALSE"," S 1138","35-S 1138","100711","C5",29614,18384,12116,29294,13488,8214,8841,14470,10659,2651,27898,21543,30443,23027,333,1098,6098,27286,167,1164,30908,32280,29657,29280,181,NA,30500,1239,13079,8382,2277,935,2579,9293,33017,22488,23758,25113,29969,"N","5","C",0.0015,906,108
"398","S1138","N","",2.05,60,"M",13,"FALSE"," S 1138","  66-M S1138","120810","B9",3449,731,508,NA,335,322,136,168,195,86,16305,18732,6361,360,NA,23,NA,13772,NA,NA,2279,12215,16030,11930,3,NA,1454,NA,229,58,22,9,10922,18334,5515,9665,19456,20099,15376,"N","9","B",0.0015,906,108
"399","S1138","N","",2.05,60,"M",13,"FALSE","s 1138","35-s1138","72612B","C5",33097,9351,6096,11328,3309,1893,1360,1200,3274,2148,37234,2994,30068,34294,906,775,1392,28122,765,650,38909,37234,31261,31975,619,344,25396,827,2227,9829,759,1385,341,2824,40370,34351,27196,34809,36816,"N","5","C",0.0015,906,108
"400","S1138","N","",2.05,60,"M",13,"FALSE","s 1138","35-s1138","72612A","C5",26946,10486,7311,11672,3952,2758,1425,1333,3289,2769,28735,4800,22993,26449,767,920,1932,19514,786,467,29218,27326,27671,27986,545,247,26279,195,2541,11598,793,781,340,2517,19370,24420,22116,24905,27613,"N","5","C",0.0015,906,108
"401","S1139","N","",2.05,60,"M",13,"FALSE"," S 1139","32-S 1139","100711","H4",28813,16751,21645,28516,6807,6881,12550,12269,13326,1906,27889,24815,30971,13769,305,690,538,30445,89,554,27265,27344,26499,25323,511,NA,23801,1031,10575,6137,1525,596,1326,3651,26907,25800,28730,27256,30768,"N","4","H",0.0015,906,108
"402","S1139","N","",2.05,60,"M",13,"FALSE"," S 1139","  67-M S1139","120810","C9",3128,1398,1265,NA,401,367,502,495,490,75,11587,17712,5289,217,NA,NA,NA,15577,NA,NA,1761,13825,13412,9957,NA,NA,NA,NA,262,56,NA,2,8885,16745,4015,7280,18275,18288,17370,"N","9","C",0.0015,906,108
"403","S1139","N","",2.05,60,"M",13,"FALSE","s 1139","32-s1139","72612B","H4",23689,14352,14146,28957,5061,3689,8287,4753,10232,1920,35065,5186,34016,26712,1347,569,3901,29816,675,1909,29930,37798,35236,30969,530,382,19374,934,8262,23525,1003,1809,414,1965,28422,36938,32602,34720,34415,"N","4","H",0.0015,906,108
"404","S1139","N","",2.05,60,"M",13,"FALSE","s 1139","32-s1139","72612A","H4",26470,16026,15741,24865,6866,4240,8927,5548,11345,1703,27695,3611,27404,23328,691,481,573,25460,406,1115,24615,27604,24510,21787,466,198,19774,1614,9325,18432,1324,2008,350,1785,22912,24649,26039,26618,28649,"N","4","H",0.0015,906,108
"405","S1193","N","",30.78,60,"F",13,"FALSE"," S 1193","82-S 1193","100711","B11",21921,12658,9754,21663,5963,5330,7893,8744,7814,995,30331,24337,25105,10556,89,289,3478,26598,126,216,25499,28711,29773,27357,262,NA,20558,398,6269,2287,999,297,637,2196,23305,22770,22471,25219,28228,"N","11","B",0.0255,845,106
"406","S1193","N","",30.78,60,"F",13,"FALSE"," S 1193","  59-F s1193","120810","C8",3793,1634,1136,16,397,316,553,492,639,94,11788,20108,5272,309,NA,8,NA,18116,NA,NA,1564,15880,14352,8944,NA,NA,1323,11,382,56,16,8,8768,18519,4082,8413,21379,20597,12547,"N","8","C",0.0255,845,106
"407","S1193","N","",30.78,60,"F",13,"FALSE","s 1193","79-s1193","72612B","G10",20314,11507,9967,20489,3972,3011,5994,2913,6694,1453,34944,4982,33160,28781,1133,522,972,31172,517,1222,32177,33881,35992,37333,994,381,17321,450,6062,11875,841,1186,319,1757,30141,27507,31243,33316,36969,"N","10","G",0.0255,845,106
"408","S1193","N","",30.78,60,"F",13,"FALSE","s 1193","79-s1193","72612A","G10",20701,11274,9349,17671,3483,2672,4890,3018,6130,1088,28033,5147,30345,26349,743,357,856,27204,322,688,25019,24633,18743,22549,873,236,18192,2292,5694,11231,733,789,NA,1161,25493,21338,27399,30500,30588,"N","10","G",0.0255,845,106
"409","S1215","N","",30.78,60,"F",13,"FALSE"," S 1215","78-S 1215","100711","F10",25502,11560,9545,26497,12083,3579,14992,13791,10351,2653,25140,25204,31039,5708,123,421,287,29136,60,NA,20592,30249,29897,29306,NA,138,29516,1101,6775,5952,2163,861,972,1523,31404,26838,27582,29933,31548,"N","10","F",0.0255,898,113
"410","S1215","N","",30.78,60,"F",13,"FALSE"," S 1215","  60-F S1215","120810","D8",3592,1419,1086,4,1305,238,1449,1029,1153,311,11814,19972,5580,77,NA,35,NA,13781,NA,NA,541,18492,11043,9785,NA,NA,3130,NA,449,154,75,28,6319,19225,10138,16058,12609,19231,17688,"N","8","D",0.0255,898,113
"411","S1215","N","",30.78,60,"F",13,"FALSE","s 1215","76-s1215","72612B","D10",24353,11665,11360,30261,13708,7346,18292,8750,15038,3799,33551,5254,33899,13351,835,421,3906,27361,321,415,26498,38101,34065,30151,2281,288,33737,935,8917,29825,1409,2636,263,1215,35628,35143,30442,31928,34693,"N","10","D",0.0255,898,113
"412","S1215","N","",30.78,60,"F",13,"FALSE","s 1215","76-s1215","72612A","D10",27100,14179,14435,27392,16941,1993,18037,10101,17990,4315,31352,5078,27809,16373,710,493,2896,23412,380,257,28720,31287,22131,18198,2140,194,32841,3373,13323,18332,1986,5721,NA,1386,28606,22661,27009,27320,30085,"N","10","D",0.0255,898,113
"413","S1447","control","control",0,0,"M",13,"FALSE"," S 1447","29-S 1447","100711","E4",26705,16416,14668,26329,6548,7554,14622,13747,11598,1408,31998,32363,28709,7469,312,427,350,29609,368,643,29797,32176,33435,32848,655,334,25519,278,7725,4382,1074,260,1023,3641,27953,28737,30441,26942,32832,"control","4","E",0,935,110
"414","S1447","control","control",0,0,"M",13,"FALSE"," S 1447","  48-M S1447","120810","H6",2406,947,878,10,306,344,621,546,567,71,14347,17148,7681,123,NA,11,NA,16939,NA,NA,825,14581,15992,11887,NA,NA,1123,NA,299,76,NA,7,11450,17807,3864,7064,19317,18713,15313,"control","6","H",0,935,110
"415","S1447","control","control",0,0,"M",13,"FALSE","s 1447","29-s1447","72612B","E4",23308,9936,9174,20989,10211,20109,7911,4151,7723,1109,38746,9648,30959,11271,934,298,891,32538,403,700,25089,37773,39475,38621,796,315,12358,2199,4701,12542,577,1307,236,2760,28849,29871,27201,35962,34524,"control","4","E",0,935,110
"416","S1447","control","control",0,0,"M",13,"FALSE","s 1447","91-s1447","72612B","C12",25112,10268,11462,20945,4502,3139,9003,5403,9730,1407,30821,5580,22294,11962,937,270,708,27739,470,633,21974,32363,30840,31676,1674,210,17324,172,6217,14567,493,980,289,1142,20729,27905,27475,30209,29067,"control","12","C",0,935,110
"417","S1447","control","control",0,0,"M",13,"FALSE","s 1447","29-s1447","72612A","E4",24001,11473,12380,22876,7626,8335,9311,5801,9546,1405,29143,9105,16320,13449,631,406,1295,22572,293,478,26823,31383,31141,30245,661,217,16718,290,6130,15211,524,737,231,1481,20671,22862,19090,23231,26106,"control","4","E",0,935,110
